origin_iso3,dest_iso3,year,weight
USA,ITA,1995,29172.0
MOZ,MWI,1995,28953.0
VNM,DEU,1995,28825.0
AUS,NZL,1995,28726.0
TUR,BEL,1995,28681.0
ARG,PRY,1995,28615.0
MNG,KAZ,1995,28167.0
MOZ,TZA,1995,28094.0
ZMB,MWI,1995,28002.0
KHM,FRA,1995,27919.0
GBR,ITA,1995,27806.0
PER,ARG,1995,27720.0
LAO,BGD,1995,27395.0
UZB,AZE,1995,27278.0
ITA,BRA,1995,27187.0
HRV,AUS,1995,27089.0
IRN,ISR,1995,27033.0
NOR,SWE,1995,26885.0
LSO,ZAF,1995,26870.0
BDI,UGA,1995,26798.0
RUS,GRC,1995,26741.0
USA,ISR,1995,26716.0
GEO,GRC,1995,26703.0
POL,SWE,1995,26686.0
LKA,ARE,1995,26484.0
RUS,AZE,1995,26453.0
MLT,AUS,1995,26420.0
LBN,CAN,1995,26330.0
ESP,GBR,1995,26135.0
GTM,MEX,1995,26068.0
SOM,YEM,1995,26036.0
HUN,CAN,1995,25942.0
USA,AUS,1995,25877.0
MYS,GBR,1995,25771.0
LKA,AUS,1995,25667.0
IRL,AUS,1995,25645.0
COL,ESP,1995,25584.0
HTI,CAN,1995,25219.0
NZL,GBR,1995,25182.0
CHN,GBR,1995,25157.0
UKR,LVA,1995,25060.0
TZA,UGA,1995,25052.0
CHN,PHL,1995,25035.0
BEL,NLD,1995,25024.0
TUR,USA,1995,24942.0
DZA,ISR,1995,24839.0
BGD,SAU,1995,24827.0
COL,ECU,1995,24796.0
PRT,ESP,1995,24563.0
GRC,ALB,1995,24520.0
SRB,AUS,1995,24229.0
BEL,ITA,1995,23990.0
HRV,SVN,1995,23904.0
ARG,ITA,1995,23865.0
MKD,AUS,1995,23857.0
IDN,KWT,1995,23771.0
IDN,AUS,1995,23658.0
KOR,CAN,1995,23596.0
UGA,RWA,1995,23541.0
VNM,KHM,1995,23212.0
TGO,NGA,1995,23209.0
COD,BEL,1995,23142.0
ZWE,MWI,1995,23115.0
ESP,BRA,1995,23080.0
ETH,LBN,1995,23024.0
ZWE,MOZ,1995,23024.0
BIH,SWE,1995,22955.0
ERI,ETH,1995,22847.0
CHE,ESP,1995,22803.0
WSM,NZL,1995,22349.0
IRN,SWE,1995,22241.0
LKA,GBR,1995,22233.0
RUS,ARM,1995,22178.0
CZE,SVK,1995,22127.0
ETH,ISR,1995,22084.0
TUN,ISR,1995,21948.0
BRA,ARG,1995,21624.0
PHL,KWT,1995,21379.0
ARM,UKR,1995,21328.0
PHL,GBR,1995,21305.0
COD,BDI,1995,21295.0
LAO,FRA,1995,21203.0
SRB,CHE,1995,21179.0
GHA,GBR,1995,21142.0
YEM,ISR,1995,21125.0
ROU,CAN,1995,21092.0
USA,FRA,1995,20903.0
FRA,POL,1995,20856.0
FJI,AUS,1995,20830.0
RUS,CAN,1995,20666.0
GBR,NLD,1995,20571.0
UKR,CAN,1995,20427.0
LBY,ITA,1995,20305.0
ESP,BEL,1995,20172.0
GHA,BFA,1995,19874.0
DEU,SWE,1995,19871.0
PAK,CAN,1995,19577.0
BIH,MNE,1995,19543.0
LKA,CAN,1995,19533.0
BLR,ISR,1995,19479.0
BIH,CHE,1995,19467.0
HRV,AUT,1995,19423.0
IRN,IRQ,1995,19330.0
IND,BHR,1995,19324.0
DNK,SWE,1995,19266.0
MYS,BRN,1995,19257.0
BGD,KWT,1995,19219.0
PRT,LUX,1995,19186.0
THA,KHM,1995,19169.0
LKA,KWT,1995,19038.0
BRA,PRT,1995,19013.0
KGZ,UKR,1995,18835.0
PHL,ITA,1995,18791.0
EGY,AUS,1995,18779.0
KAZ,KGZ,1995,18694.0
IRN,CAN,1995,18632.0
ARG,CHL,1995,18496.0
MLI,MRT,1995,18426.0
TJK,UKR,1995,18331.0
GNQ,GAB,1995,18288.0
CUB,ESP,1995,18251.0
KEN,TZA,1995,18133.0
TUR,ISR,1995,18034.0
SEN,MRT,1995,17994.0
BLR,UZB,1995,17822.0
UZB,ISR,1995,17809.0
CPV,PRT,1995,17800.0
USA,CHN,1995,17799.0
FRA,ISR,1995,17752.0
MUS,FRA,1995,17718.0
BRA,ITA,1995,17713.0
NAM,ZAF,1995,17694.0
NER,NGA,1995,17639.0
SVN,HRV,1995,17465.0
POL,AUT,1995,17419.0
MLI,NGA,1995,17371.0
TUN,ITA,1995,17272.0
BFA,GHA,1995,17063.0
POL,CZE,1995,17020.0
USA,JPN,1995,16997.0
CHN,MYS,1995,16957.0
CYP,GRC,1995,16922.0
POL,RUS,1995,16850.0
LBR,ISR,1995,16822.0
MDA,ISR,1995,16809.0
DEU,ISR,1995,16698.0
GIN,SEN,1995,16652.0
IND,LKA,1995,16645.0
BDI,RWA,1995,16599.0
JPN,CHN,1995,16597.0
SVN,ITA,1995,16505.0
ESP,CHE,1995,16482.0
USA,GRC,1995,16388.0
UKR,EST,1995,16217.0
ZWE,GBR,1995,16127.0
MEX,USA,2000,4130098.0
RUS,UKR,2000,2213844.0
UKR,RUS,2000,1833145.0
BGD,IND,2000,1775400.0
KAZ,RUS,2000,1349590.0
AFG,IRN,2000,999992.0
IND,PAK,2000,963773.0
AFG,PAK,2000,963267.0
DEU,USA,2000,889653.0
PHL,USA,2000,845304.0
PSE,JOR,2000,732862.0
TUR,DEU,2000,714537.0
POL,DEU,2000,673403.0
PAK,IND,2000,637364.0
DZA,FRA,2000,621761.0
RUS,UZB,2000,613078.0
GBR,AUS,2000,559354.0
CHN,USA,2000,548968.0
KOR,USA,2000,546493.0
CAN,USA,2000,531749.0
BLR,RUS,2000,509837.0
IND,USA,2000,506195.0
VNM,USA,2000,502516.0
GBR,USA,2000,481122.0
CUB,USA,2000,470460.0
UZB,RUS,2000,450223.0
RUS,KAZ,2000,437852.0
RUS,BLR,2000,391378.0
IND,NPL,2000,391353.0
IDN,MYS,2000,385407.0
SLV,USA,2000,385126.0
DOM,USA,2000,372527.0
AZE,RUS,2000,355269.0
MAR,FRA,2000,349690.0
HRV,SRB,2000,347676.0
JPN,USA,2000,345976.0
NPL,IND,2000,335228.0
GBR,CAN,2000,328027.0
KOR,JPN,2000,321236.0
JAM,USA,2000,313275.0
BIH,SRB,2000,311918.0
BDI,TZA,2000,308640.0
IRL,GBR,2000,302785.0
COL,USA,2000,302637.0
ITA,USA,2000,298936.0
GEO,RUS,2000,284484.0
PRT,FRA,2000,284178.0
POL,USA,2000,252761.0
BGR,TUR,2000,252009.0
PHL,SAU,2000,248758.0
IND,GBR,2000,239675.0
IDN,SAU,2000,237755.0
RUS,DEU,2000,236050.0
CZE,DEU,2000,235761.0
KGZ,RUS,2000,235666.0
HTI,USA,2000,231184.0
AZE,ARM,2000,227669.0
BIH,HRV,2000,224706.0
IND,ARE,2000,220042.0
UZB,KAZ,2000,216027.0
ROU,DEU,2000,215008.0
RUS,USA,2000,208402.0
ITA,FRA,2000,206973.0
GTM,USA,2000,206448.0
EGY,SAU,2000,204164.0
ARM,RUS,2000,200912.0
UKR,POL,2000,199008.0
CHN,CAN,2000,195056.0
PSE,SYR,2000,188747.0
SLE,GIN,2000,188401.0
PRY,ARG,2000,185666.0
ESP,FRA,2000,184660.0
KAZ,DEU,2000,180093.0
CHN,JPN,2000,180022.0
NZL,AUS,2000,179218.0
USA,MEX,2000,174687.0
ARM,AZE,2000,167741.0
AGO,COD,2000,165974.0
BLR,UKR,2000,165929.0
ALB,GRC,2000,165118.0
ITA,DEU,2000,161470.0
TUN,FRA,2000,160797.0
TJK,RUS,2000,160539.0
PER,USA,2000,155453.0
PAK,GBR,2000,153269.0
DEU,GBR,2000,153253.0
ITA,CAN,2000,153172.0
SVK,CZE,2000,153007.0
IND,CAN,2000,149333.0
UKR,USA,2000,146331.0
RUS,TJK,2000,143429.0
RUS,LVA,2000,143385.0
KAZ,UKR,2000,140107.0
PSE,LBN,2000,139481.0
DEU,TUR,2000,138997.0
ECU,USA,2000,138385.0
USA,CAN,2000,137135.0
UGA,KEN,2000,136880.0
DEU,CHE,2000,134993.0
PHL,CAN,2000,134460.0
HND,USA,2000,132683.0
BRA,USA,2000,130336.0
IND,KWT,2000,130117.0
IRN,USA,2000,127142.0
UZB,UKR,2000,126867.0
DEU,FRA,2000,126125.0
LKA,IND,2000,125696.0
RUS,KGZ,2000,125361.0
MDA,RUS,2000,123997.0
ITA,ARG,2000,122433.0
GBR,IRL,2000,122061.0
UKR,BLR,2000,120887.0
GUY,USA,2000,118285.0
AGO,ZMB,2000,117525.0
NIC,USA,2000,116633.0
RUS,EST,2000,116580.0
GRC,DEU,2000,115737.0
TTO,USA,2000,115189.0
NIC,CRI,2000,115185.0
FIN,SWE,2000,114461.0
PHL,MYS,2000,113255.0
AUT,DEU,2000,112824.0
PHL,JPN,2000,111951.0
BOL,ARG,2000,110731.0
CHL,ARG,2000,110521.0
BRA,JPN,2000,110514.0
ITA,AUS,2000,110218.0
MAR,ESP,2000,109914.0
GBR,NZL,2000,109215.0
FRA,USA,2000,108474.0
DEU,ITA,2000,108345.0
UKR,DEU,2000,105121.0
CHE,ITA,2000,103843.0
ITA,CHE,2000,103753.0
THA,USA,2000,101844.0
SUR,NLD,2000,99602.0
PRT,BRA,2000,99231.0
POL,CAN,2000,96449.0
YEM,SAU,2000,96385.0
LAO,USA,2000,95966.0
COD,COG,2000,95242.0
IRQ,IRN,2000,95121.0
IND,SAU,2000,93115.0
MDA,UKR,2000,92861.0
PRT,USA,2000,92147.0
DEU,CAN,2000,91516.0
AGO,PRT,2000,91378.0
HRV,DEU,2000,91301.0
UKR,ISR,2000,91272.0
IDN,NLD,2000,91061.0
RUS,ISR,2000,89662.0
TUR,FRA,2000,89084.0
SOM,ETH,2000,88979.0
PAN,USA,2000,88783.0
MAR,ISR,2000,88670.0
TKM,RUS,2000,88084.0
PAK,USA,2000,87256.0
FRA,BEL,2000,86580.0
TUR,NLD,2000,85534.0
MOZ,ZWE,2000,85019.0
GRC,USA,2000,84104.0
IRL,USA,2000,83826.0
COD,RWA,2000,83820.0
VNM,AUS,2000,83175.0
USA,GBR,2000,82346.0
FRA,ESP,2000,82148.0
HTI,DOM,2000,82141.0
ESP,ARG,2000,82016.0
EGY,ARE,2000,80931.0
FRA,ITA,2000,79292.0
DEU,AUT,2000,79219.0
BIH,DEU,2000,79093.0
ROU,HUN,2000,79089.0
JAM,GBR,2000,78688.0
PRT,CAN,2000,77796.0
SOM,KEN,2000,76974.0
CHN,AUS,2000,75790.0
MKD,TUR,2000,74924.0
COL,ESP,2000,74691.0
VNM,CAN,2000,74653.0
DEU,NLD,2000,74428.0
DEU,RUS,2000,74092.0
UKR,UZB,2000,73860.0
MYS,BGD,2000,73596.0
BEL,FRA,2000,73431.0
PHL,AUS,2000,73143.0
BGD,GBR,2000,73122.0
KHM,USA,2000,72922.0
PSE,LBY,2000,72785.0
LBR,GIN,2000,71142.0
MOZ,ZAF,2000,70796.0
ROU,ISR,2000,70477.0
PAK,ARE,2000,70470.0
ARG,USA,2000,70393.0
ECU,ESP,2000,70377.0
ZAF,GBR,2000,70310.0
TLS,IDN,2000,70294.0
CHN,THA,2000,69867.0
JAM,CAN,2000,69186.0
MAR,NLD,2000,69084.0
POL,FRA,2000,68611.0
BIH,AUT,2000,67032.0
DEU,ESP,2000,66547.0
UKR,MDA,2000,66523.0
ROU,USA,2000,66349.0
CHN,GBR,2000,65887.0
BLR,POL,2000,65467.0
ITA,BEL,2000,64386.0
GRC,AUS,2000,64357.0
RUS,MDA,2000,64258.0
BEN,NGA,2000,63894.0
KEN,GBR,2000,63687.0
SRB,AUT,2000,63642.0
ISR,USA,2000,62370.0
FRA,DEU,2000,62316.0
UKR,KAZ,2000,61944.0
ALB,ITA,2000,61906.0
JOR,SAU,2000,61434.0
VNM,FRA,2000,61229.0
DEU,AUS,2000,60975.0
ESP,USA,2000,60872.0
URY,ARG,2000,60862.0
FRA,CHE,2000,60449.0
DEU,POL,2000,59805.0
PAK,SAU,2000,59641.0
AUS,GBR,2000,57800.0
PRT,CHE,2000,57601.0
NLD,CAN,2000,57430.0
IRN,DEU,2000,56562.0
SEN,GMB,2000,56483.0
CHN,BGD,2000,56437.0
NGA,USA,2000,55839.0
CHN,KAZ,2000,55773.0
COD,TZA,2000,55150.0
TKM,KAZ,2000,54787.0
BTN,NPL,2000,54567.0
FRA,GBR,2000,54388.0
DEU,GRC,2000,54033.0
GBR,ZAF,2000,53801.0
IDN,ARE,2000,53678.0
ISR,PSE,2000,53655.0
MAR,ITA,2000,53471.0
CHN,IND,2000,53355.0
LTU,POL,2000,53333.0
HRV,ITA,2000,53070.0
TUR,AUT,2000,53049.0
RWA,UGA,2000,52690.0
ITA,GBR,2000,52683.0
LVA,RUS,2000,52213.0
GBR,ESP,2000,51959.0
RUS,LTU,2000,51140.0
FRA,PRT,2000,50536.0
ZWE,ZAF,2000,50371.0
GBR,FRA,2000,50212.0
MDG,FRA,2000,49821.0
MAR,BEL,2000,49609.0
LBN,USA,2000,49107.0
LKA,SAU,2000,49012.0
NLD,BEL,2000,48789.0
ROU,ITA,2000,48745.0
USA,DEU,2000,48253.0
ARG,ESP,2000,48196.0
BLR,LVA,2000,48083.0
LSO,ZAF,2000,47906.0
SYR,SAU,2000,47804.0
HUN,DEU,2000,47670.0
POL,ISR,2000,47520.0
EGY,USA,2000,47273.0
BGD,ARE,2000,47104.0
PSE,SAU,2000,46838.0
DEU,BEL,2000,46792.0
EGY,KWT,2000,46407.0
ESP,DEU,2000,45844.0
PER,ARG,2000,45679.0
IND,OMN,2000,45600.0
MYS,AUS,2000,44991.0
IDN,BGD,2000,44838.0
GUY,CAN,2000,44755.0
TUR,GRC,2000,44661.0
IDN,QAT,2000,44390.0
NLD,AUS,2000,44372.0
RWA,COD,2000,43788.0
IND,AUS,2000,43531.0
RUS,TKM,2000,43133.0
CHE,FRA,2000,43063.0
LTU,RUS,2000,42665.0
IRQ,USA,2000,42527.0
NGA,GBR,2000,42216.0
PAK,KWT,2000,41919.0
TCD,CMR,2000,41891.0
AZE,UKR,2000,41804.0
GEO,ARM,2000,41791.0
RUS,GRC,2000,41759.0
TUR,USA,2000,41373.0
ZAF,AUS,2000,40801.0
PHL,ARE,2000,40618.0
ALB,MKD,2000,40450.0
GHA,NGA,2000,40367.0
MWI,ZWE,2000,39958.0
MOZ,PRT,2000,39917.0
CAN,GBR,2000,39733.0
TGO,GHA,2000,39689.0
BGD,OMN,2000,39654.0
BRA,PRY,2000,39542.0
IRQ,ISR,2000,39492.0
MNE,SRB,2000,39175.0
SEN,FRA,2000,38679.0
SOM,DJI,2000,38656.0
NGA,CMR,2000,38566.0
LKA,CAN,2000,38269.0
GEO,GRC,2000,38251.0
RUS,POL,2000,38193.0
UGA,RWA,2000,38178.0
THA,MYS,2000,38159.0
LBN,AUS,2000,37776.0
VNM,KHM,2000,37677.0
KAZ,BLR,2000,37579.0
VNM,DEU,2000,37485.0
UZB,TKM,2000,37418.0
GRC,CAN,2000,37110.0
BGD,USA,2000,37086.0
GEO,AZE,2000,37072.0
ZAF,USA,2000,36676.0
KOR,CHN,2000,35876.0
CZE,SVK,2000,35798.0
KGZ,KAZ,2000,35779.0
POL,AUS,2000,35021.0
MAR,DEU,2000,34725.0
BIH,SVN,2000,34589.0
EST,RUS,2000,34585.0
KOR,CAN,2000,34558.0
RWA,BDI,2000,34127.0
PAK,CAN,2000,34073.0
TTO,CAN,2000,33842.0
GEO,UKR,2000,33759.0
SLE,LBR,2000,33513.0
JPN,BRA,2000,33483.0
AUT,CHE,2000,33447.0
FRA,CAN,2000,33412.0
GRC,TUR,2000,32914.0
TUR,BEL,2000,32852.0
MKD,SRB,2000,32567.0
POL,GBR,2000,32134.0
CZE,AUT,2000,32107.0
ARG,PRY,2000,31921.0
BLR,LTU,2000,31736.0
COD,UGA,2000,31699.0
USA,ISR,2000,31341.0
THA,KHM,2000,31139.0
ESP,GBR,2000,31097.0
TUR,CHE,2000,30962.0
ETH,USA,2000,30948.0
UKR,KGZ,2000,30902.0
GIN,SLE,2000,30725.0
IRN,CAN,2000,30617.0
LBN,CAN,2000,30426.0
AUS,NZL,2000,29929.0
GBR,ITA,2000,29923.0
HRV,SVN,2000,29875.0
BGD,KWT,2000,29814.0
SOM,YEM,2000,29814.0
NZL,GBR,2000,29807.0
PSE,IRQ,2000,29602.0
IDN,AUS,2000,29388.0
HTI,CAN,2000,29375.0
USA,ITA,2000,29363.0
MNG,KAZ,2000,29328.0
IDN,KWT,2000,29287.0
MLI,NGA,2000,29220.0
JOR,PSE,2000,29170.0
USA,AUS,2000,28952.0
PHL,GBR,2000,28932.0
BDI,UGA,2000,28767.0
LKA,AUS,2000,28744.0
ROU,CAN,2000,28670.0
BGD,SAU,2000,28624.0
LKA,GBR,2000,28510.0
KHM,FRA,2000,28279.0
COD,ZMB,2000,28266.0
PHL,ITA,2000,28014.0
MOZ,MWI,2000,27951.0
PRT,ESP,2000,27876.0
GHA,USA,2000,27865.0
GHA,GBR,2000,27840.0
LAO,BGD,2000,27778.0
MYS,GBR,2000,27755.0
ETH,ISR,2000,27689.0
HRV,AUS,2000,27670.0
ZWE,MOZ,2000,27651.0
IRQ,DEU,2000,27558.0
UKR,LVA,2000,27320.0
ARG,ITA,2000,27270.0
MRT,SEN,2000,27084.0
COL,ECU,2000,27069.0
ZMB,MWI,2000,27033.0
IRN,ISR,2000,26996.0
BGR,DEU,2000,26899.0
TGO,NGA,2000,26811.0
UKR,CAN,2000,26456.0
SRB,HRV,2000,26330.0
POL,SWE,2000,26247.0
GRC,ALB,2000,26217.0
CHE,ESP,2000,26065.0
BEL,NLD,2000,26031.0
CUB,ESP,2000,25990.0
BDI,RWA,2000,25967.0
PER,ESP,2000,25827.0
BIH,SWE,2000,25755.0
IRL,AUS,2000,25743.0
SOM,LBY,2000,25699.0
TZA,KEN,2000,25615.0
HTI,FRA,2000,25559.0
BRA,PRT,2000,25260.0
CHN,RUS,2000,25177.0
RUS,CAN,2000,25128.0
MLT,AUS,2000,25127.0
BRA,ITA,2000,25037.0
ZWE,GBR,2000,24997.0
SRB,AUS,2000,24974.0
NOR,SWE,2000,24949.0
CHN,KOR,2000,24926.0
RUS,AZE,2000,24829.0
DZA,ISR,2000,24764.0
FJI,AUS,2000,24734.0
MDA,ROU,2000,24729.0
DOM,ESP,2000,24447.0
WSM,NZL,2000,24404.0
PRT,LUX,2000,24395.0
BEL,ITA,2000,24359.0
IND,BHR,2000,24315.0
COD,BEL,2000,24311.0
MLI,BFA,2000,24231.0
ITA,BRA,2000,24075.0
HUN,CAN,2000,24044.0
MKD,AUS,2000,23986.0
RWA,TZA,2000,23858.0
BGR,GRC,2000,23581.0
CHN,FRA,2000,23393.0
IRN,SWE,2000,23298.0
PHL,KWT,2000,23263.0
TUN,ISR,2000,23192.0
USA,FRA,2000,22974.0
AFG,USA,2000,22955.0
MOZ,TZA,2000,22865.0
ARM,UKR,2000,22835.0
IRN,IRQ,2000,22823.0
SRB,CHE,2000,22819.0
TZA,UGA,2000,22770.0
TUR,GBR,2000,22769.0
GNQ,GAB,2000,22711.0
POL,ITA,2000,22548.0
ARG,CHL,2000,22440.0
ZWE,MWI,2000,22315.0
ETH,LBN,2000,22251.0
POL,AUT,2000,22217.0
CMR,FRA,2000,22211.0
COG,FRA,2000,22124.0
CPV,PRT,2000,21941.0
MLI,NER,2000,21918.0
NAM,ZAF,2000,21899.0
LKA,ARE,2000,21790.0
TUN,ITA,2000,21550.0
GTM,MEX,2000,21403.0
CHN,PHL,2000,21243.0
HRV,AUT,2000,21202.0
DEU,SWE,2000,21056.0
USA,CHN,2000,21030.0
SOM,GBR,2000,21015.0
BIH,CHE,2000,20943.0
BFA,GHA,2000,20838.0
LAO,FRA,2000,20833.0
MKD,DEU,2000,20622.0
MUS,FRA,2000,20622.0
BRA,ARG,2000,20501.0
NER,NGA,2000,20464.0
RUS,GEO,2000,20440.0
PER,JPN,2000,20377.0
IRQ,SWE,2000,20317.0
AGO,NAM,2000,20302.0
GBR,NLD,2000,20213.0
ROU,AUT,2000,20205.0
MYS,BRN,2000,20199.0
THA,JPN,2000,20077.0
RUS,ARM,2000,19964.0
YEM,ARE,2000,19824.0
ESP,BEL,2000,19768.0
FRA,POL,2000,19740.0
YEM,ISR,2000,19680.0
UZB,AZE,2000,19632.0
JPN,CHN,2000,19609.0
ESP,BRA,2000,19606.0
LBY,ITA,2000,19585.0
IRQ,LBY,2000,19558.0
BIH,MNE,2000,19543.0
COD,BDI,2000,19500.0
KOR,AUS,2000,19317.0
FRA,ISR,2000,19298.0
TGO,BEN,2000,19220.0
CHN,NZL,2000,19060.0
ESP,CHE,2000,18938.0
MEX,USA,2005,4959003.0
RUS,UKR,2005,2020067.0
UKR,RUS,2005,1736026.0
BGD,IND,2005,1562917.0
KAZ,RUS,2005,1364090.0
AFG,IRN,2005,1071112.0
PHL,USA,2005,977473.0
IND,PAK,2005,917324.0
PSE,JOR,2005,838322.0
POL,DEU,2005,728184.0
DEU,USA,2005,673691.0
DZA,FRA,2005,666857.0
CHN,USA,2005,660341.0
TUR,DEU,2005,650629.0
IND,USA,2005,646944.0
KOR,USA,2005,582087.0
GBR,AUS,2005,552474.0
VNM,USA,2005,552353.0
RUS,UZB,2005,551109.0
AFG,PAK,2005,542604.0
PAK,IND,2005,540730.0
CAN,USA,2005,529500.0
IDN,MYS,2005,520179.0
UZB,RUS,2005,497620.0
BLR,RUS,2005,473157.0
CUB,USA,2005,472187.0
SLV,USA,2005,469961.0
GBR,USA,2005,451164.0
DOM,USA,2005,408986.0
RUS,KAZ,2005,408532.0
MAR,FRA,2005,405201.0
NPL,IND,2005,398645.0
RUS,BLR,2005,386035.0
RUS,DEU,2005,381145.0
IND,NPL,2005,362498.0
AZE,RUS,2005,348414.0
JAM,USA,2005,328310.0
KAZ,DEU,2005,316466.0
COL,USA,2005,315360.0
JPN,USA,2005,310447.0
GBR,CAN,2005,308845.0
KOR,JPN,2005,305312.0
IND,ARE,2005,303867.0
CHN,JPN,2005,289842.0
PRT,FRA,2005,289441.0
PHL,SAU,2005,288230.0
IND,GBR,2005,284631.0
IRL,GBR,2005,281943.0
GTM,USA,2005,275011.0
KGZ,RUS,2005,269148.0
HTI,USA,2005,253830.0
USA,MEX,2005,252278.0
HRV,SRB,2005,251426.0
IDN,SAU,2005,248648.0
CZE,DEU,2005,247975.0
GEO,RUS,2005,246947.0
CHN,CAN,2005,245626.0
POL,USA,2005,244928.0
BIH,SRB,2005,239590.0
BGR,TUR,2005,236645.0
ECU,ESP,2005,236393.0
EGY,SAU,2005,232281.0
PRY,ARG,2005,228676.0
RUS,USA,2005,227126.0
UZB,KAZ,2005,222515.0
ITA,USA,2005,221406.0
BIH,HRV,2005,218340.0
PSE,SYR,2005,216877.0
ARM,RUS,2005,215716.0
ROU,ITA,2005,212487.0
IND,CAN,2005,209634.0
NZL,AUS,2005,206976.0
ROU,DEU,2005,201152.0
MAR,ESP,2005,195904.0
ITA,FRA,2005,193208.0
PER,USA,2005,192553.0
HND,USA,2005,192126.0
PAK,GBR,2005,188303.0
ALB,GRC,2005,187560.0
AZE,ARM,2005,181326.0
TJK,RUS,2005,175453.0
UKR,POL,2005,175263.0
UKR,USA,2005,173864.0
BRA,USA,2005,173007.0
ESP,FRA,2005,171873.0
PHL,CAN,2005,170346.0
TUN,FRA,2005,166733.0
IRQ,SYR,2005,164991.0
ECU,USA,2005,163753.0
ROU,ESP,2005,162770.0
DEU,GBR,2005,162283.0
COL,ESP,2005,159265.0
BDI,TZA,2005,156976.0
DEU,CHE,2005,154207.0
SVK,CZE,2005,152536.0
BLR,UKR,2005,151405.0
IND,KWT,2005,151292.0
PSE,LBN,2005,148699.0
UGA,KEN,2005,147181.0
ITA,CAN,2005,145771.0
IRN,USA,2005,145331.0
PHL,JPN,2005,144363.0
GBR,IRL,2005,142400.0
USA,CAN,2005,141278.0
DEU,TUR,2005,139130.0
ITA,DEU,2005,138642.0
RUS,TJK,2005,137686.0
NIC,CRI,2005,136889.0
BOL,ARG,2005,136635.0
AGO,COD,2005,136073.0
GUY,USA,2005,132157.0
PSE,SAU,2005,131920.0
MDA,RUS,2005,130920.0
BRA,JPN,2005,130147.0
DEU,FRA,2005,129588.0
KAZ,UKR,2005,127843.0
UKR,DEU,2005,125410.0
RUS,LVA,2005,124009.0
CHN,AUS,2005,122821.0
NIC,USA,2005,122494.0
YEM,SAU,2005,122036.0
LKA,IND,2005,121430.0
GBR,NZL,2005,119690.0
UKR,BLR,2005,119237.0
BEN,NGA,2005,118911.0
ARG,ESP,2005,118759.0
TTO,USA,2005,118335.0
PAK,USA,2005,117256.0
GBR,ESP,2005,116581.0
UZB,UKR,2005,115762.0
ALB,ITA,2005,114766.0
EGY,ARE,2005,112105.0
THA,USA,2005,111601.0
DEU,ITA,2005,111589.0
PHL,MYS,2005,111365.0
ITA,CHE,2005,110390.0
AUT,DEU,2005,109792.0
IND,SAU,2005,109006.0
FIN,SWE,2005,108819.0
TUR,FRA,2005,108487.0
COD,COG,2005,107545.0
CHL,ARG,2005,107246.0
ZWE,ZAF,2005,107204.0
RUS,EST,2005,107100.0
FRA,USA,2005,106082.0
ITA,AUS,2005,105464.0
CHN,GBR,2005,103890.0
CHE,ITA,2005,103601.0
SUR,NLD,2005,103210.0
LAO,USA,2005,102752.0
COD,RWA,2005,102386.0
ITA,ARG,2005,101442.0
RUS,KGZ,2005,101430.0
HTI,DOM,2005,100592.0
SOM,KEN,2005,98561.0
FRA,ESP,2005,97807.0
ROU,HUN,2005,95536.0
GRC,DEU,2005,94890.0
HRV,DEU,2005,94873.0
ARG,USA,2005,94063.0
TUR,NLD,2005,94059.0
MAR,ITA,2005,93013.0
TKM,RUS,2005,92429.0
USA,GBR,2005,92230.0
MOZ,ZAF,2005,92139.0
POL,CAN,2005,92011.0
DEU,ESP,2005,91794.0
ROU,USA,2005,91734.0
DEU,AUT,2005,90919.0
VNM,AUS,2005,90590.0
DEU,CAN,2005,89828.0
AGO,PRT,2005,89825.0
PAN,USA,2005,89618.0
FRA,BEL,2005,87672.0
MYS,BGD,2005,87600.0
PRT,USA,2005,87267.0
PAK,ARE,2005,87219.0
PHL,AUS,2005,86416.0
ZAF,GBR,2005,85898.0
POL,GBR,2005,85745.0
BGD,GBR,2005,85575.0
IDN,NLD,2005,85131.0
MAR,ISR,2005,84938.0
MDA,UKR,2005,84732.0
PRT,BRA,2005,83654.0
JAM,GBR,2005,83391.0
VNM,CAN,2005,82918.0
BIH,DEU,2005,80590.0
UKR,KAZ,2005,79929.0
UKR,ISR,2005,79425.0
