origin_iso3,dest_iso3,year,weight
KHM,USA,2005,79264.0
MAR,NLD,2005,78324.0
FRA,ITA,2005,77924.0
BEL,FRA,2005,77826.0
TKM,KAZ,2005,76841.0
PRT,CAN,2005,76375.0
IDN,ARE,2005,76300.0
GHA,NGA,2005,75126.0
ARM,AZE,2005,74291.0
GBR,FRA,2005,74133.0
GRC,USA,2005,74035.0
IRL,USA,2005,73636.0
UKR,UZB,2005,73270.0
LAO,THA,2005,73132.0
DEU,RUS,2005,72962.0
RUS,ISR,2005,72606.0
PAK,SAU,2005,72419.0
PRT,CHE,2005,71696.0
NGA,USA,2005,71206.0
JAM,CAN,2005,71144.0
JOR,SAU,2005,69859.0
CHN,THA,2005,69609.0
DEU,NLD,2005,69381.0
FRA,CHE,2005,68755.0
TUR,AUT,2005,68579.0
SRB,AUT,2005,67591.0
KEN,GBR,2005,67590.0
KHM,THA,2005,67419.0
ISR,USA,2005,67291.0
MAR,BEL,2005,66999.0
CHN,BGD,2005,66886.0
IND,AUS,2005,66776.0
ESP,ARG,2005,66312.0
PSE,LBY,2005,65926.0
POL,FRA,2005,65090.0
BOL,ESP,2005,64798.0
GRC,AUS,2005,64466.0
FRA,GBR,2005,64290.0
PER,ARG,2005,64265.0
VNM,FRA,2005,64191.0
UKR,ITA,2005,64112.0
DEU,AUS,2005,63589.0
BIH,AUT,2005,63549.0
LSO,ZAF,2005,63067.0
AUS,GBR,2005,62542.0
MOZ,ZWE,2005,62449.0
MDG,FRA,2005,61972.0
PER,ESP,2005,61899.0
NGA,GBR,2005,61892.0
PAK,CAN,2005,61238.0
ROU,ISR,2005,61233.0
URY,ARG,2005,61082.0
ITA,BEL,2005,60977.0
CHN,KAZ,2005,60031.0
BLR,POL,2005,59953.0
ESP,USA,2005,59373.0
SYR,SAU,2005,59364.0
FRA,DEU,2005,59236.0
ITA,GBR,2005,58665.0
DEU,GRC,2005,58586.0
MKD,TUR,2005,57980.0
SYR,JOR,2005,57587.0
ZAF,AUS,2005,57275.0
BGD,ARE,2005,57211.0
IDN,BGD,2005,56756.0
IRQ,IRN,2005,56684.0
ETH,USA,2005,56528.0
LBR,GIN,2005,56185.0
NLD,BEL,2005,55612.0
BGD,USA,2005,55577.0
SEN,GMB,2005,55243.0
NLD,CAN,2005,55014.0
MYS,AUS,2005,54443.0
MLI,NGA,2005,54379.0
IRN,DEU,2005,54358.0
EGY,USA,2005,54253.0
HUN,DEU,2005,53705.0
NPL,MYS,2005,53661.0
PHL,ARE,2005,53569.0
BTN,NPL,2005,53264.0
LKA,SAU,2005,52268.0
EGY,KWT,2005,52245.0
DEU,POL,2005,52028.0
DOM,ESP,2005,51642.0
LKA,CAN,2005,51424.0
IND,OMN,2005,50920.0
TGO,BEN,2005,50906.0
FRA,PRT,2005,50763.0
IND,MYS,2005,50740.0
BRA,PRT,2005,50407.0
LVA,RUS,2005,49971.0
TGO,NGA,2005,49896.0
AGO,ZMB,2005,49293.0
COD,BDI,2005,49131.0
PAK,KWT,2005,48822.0
CHN,IND,2005,48409.0
KOR,CAN,2005,48278.0
LBN,USA,2005,48184.0
RUS,LTU,2005,48045.0
COD,TZA,2005,47859.0
GUY,CAN,2005,47764.0
PHL,GBR,2005,47524.0
TGO,GHA,2005,47474.0
RWA,UGA,2005,47407.0
PSE,EGY,2005,46999.0
UKR,MDA,2005,46839.0
CHE,FRA,2005,46720.0
SEN,FRA,2005,46601.0
DEU,BEL,2005,46588.0
ISR,PSE,2005,45860.0
TUR,USA,2005,45042.0
UGA,RWA,2005,45025.0
RUS,MDA,2005,44928.0
BRA,ESP,2005,44900.0
POL,ITA,2005,44800.0
NGA,CMR,2005,44594.0
BGD,OMN,2005,44486.0
USA,DEU,2005,44431.0
NLD,AUS,2005,44352.0
MWI,ZWE,2005,44086.0
GEO,GRC,2005,44078.0
VNM,DEU,2005,43802.0
PHL,ITA,2005,43718.0
LTU,POL,2005,43709.0
ZAF,USA,2005,43609.0
CHN,ESP,2005,43344.0
GBR,ZAF,2005,43306.0
THA,MYS,2005,43177.0
CHN,NZL,2005,43133.0
IRQ,USA,2005,42700.0
IRN,CAN,2005,42674.0
KOR,CHN,2005,42388.0
BGR,ESP,2005,42339.0
CAN,GBR,2005,42223.0
COD,UGA,2005,42108.0
RUS,TKM,2005,42100.0
BLR,LVA,2005,42036.0
RWA,COD,2005,41800.0
ROU,CAN,2005,41611.0
ZWE,MOZ,2005,41362.0
LBR,SLE,2005,40993.0
CHN,FRA,2005,40992.0
CUB,ESP,2005,40798.0
HRV,ITA,2005,40750.0
ALB,MKD,2005,40705.0
LBN,AUS,2005,40347.0
LTU,RUS,2005,40251.0
COL,ECU,2005,40020.0
TUR,BEL,2005,39966.0
LKA,GBR,2005,39882.0
CHN,ITA,2005,39744.0
ZWE,GBR,2005,39668.0
MOZ,PRT,2005,39560.0
CZE,SVK,2005,39395.0
MNE,SRB,2005,38942.0
IDN,KWT,2005,38740.0
RUS,GRC,2005,38604.0
CHN,KOR,2005,38401.0
KGZ,KAZ,2005,38210.0
AZE,UKR,2005,38144.0
BRA,ITA,2005,38100.0
NER,NGA,2005,38084.0
FRA,CAN,2005,38011.0
ESP,GBR,2005,37912.0
PRT,ESP,2005,37775.0
IND,BHR,2005,37751.0
BRA,PRY,2005,37666.0
POL,ISR,2005,37547.0
ESP,DEU,2005,37521.0
CMR,FRA,2005,37454.0
MAR,DEU,2005,37266.0
BGD,SAU,2005,37107.0
KAZ,BLR,2005,37066.0
MDA,ITA,2005,36996.0
UZB,TKM,2005,36457.0
GHA,GBR,2005,36443.0
HTI,FRA,2005,36425.0
AUT,CHE,2005,36324.0
IRQ,ISR,2005,36281.0
GEO,ARM,2005,36220.0
BGD,KWT,2005,36073.0
GHA,USA,2005,36015.0
COD,ZMB,2005,35947.0
USA,ISR,2005,35873.0
TTO,CAN,2005,35776.0
SOM,YEM,2005,35655.0
GRC,CAN,2005,35616.0
BGR,GRC,2005,35392.0
IRQ,DEU,2005,35033.0
LBN,CAN,2005,35014.0
PER,ITA,2005,35013.0
HTI,CAN,2005,34850.0
USA,AUS,2005,34751.0
CAF,TCD,2005,34705.0
TUR,CHE,2005,34647.0
LKA,AUS,2005,34587.0
SOM,GBR,2005,34436.0
POL,AUS,2005,34165.0
COD,BEL,2005,33990.0
RUS,CAN,2005,33881.0
BIH,SVN,2005,33844.0
ETH,ISR,2005,33820.0
HRV,AUS,2005,33613.0
JOR,PSE,2005,33607.0
URY,ESP,2005,33395.0
TCD,CMR,2005,33351.0
PER,CHL,2005,33182.0
SOM,DJI,2005,33127.0
CHN,DEU,2005,33090.0
LAO,BGD,2005,33063.0
EST,RUS,2005,33059.0
CZE,AUT,2005,33049.0
AUS,NZL,2005,32888.0
RUS,POL,2005,32485.0
IDN,AUS,2005,32461.0
IRQ,SWE,2005,32378.0
MYS,GBR,2005,32313.0
RWA,BDI,2005,32291.0
BDI,RWA,2005,32088.0
UKR,CZE,2005,31944.0
UKR,CAN,2005,31906.0
TUR,GRC,2005,31889.0
KEN,USA,2005,31813.0
GBR,ITA,2005,31608.0
UKR,ESP,2005,31338.0
ARG,ITA,2005,31284.0
GEO,AZE,2005,30825.0
NZL,GBR,2005,30807.0
GEO,UKR,2005,30804.0
MKD,SRB,2005,30776.0
TUR,GBR,2005,30468.0
ARG,PRY,2005,30406.0
KHM,FRA,2005,30169.0
BLR,LTU,2005,29998.0
CHE,ESP,2005,29971.0
COG,FRA,2005,29723.0
MNG,KAZ,2005,29505.0
IND,QAT,2005,29323.0
BGR,DEU,2005,29144.0
POL,SWE,2005,28969.0
FJI,AUS,2005,28967.0
JPN,BRA,2005,28832.0
VNM,KHM,2005,28603.0
USA,ITA,2005,28575.0
AFG,USA,2005,28516.0
HRV,SVN,2005,28274.0
PRT,GBR,2005,27637.0
BIH,SWE,2005,27618.0
KOR,AUS,2005,27583.0
PRT,LUX,2005,27169.0
THA,JPN,2005,27037.0
TUN,ITA,2005,26977.0
CPV,PRT,2005,26943.0
EGY,JOR,2005,26885.0
POL,AUT,2005,26873.0
SRB,CHE,2005,26793.0
PHL,KWT,2005,26785.0
MOZ,MWI,2005,26714.0
IRL,AUS,2005,26672.0
BEL,NLD,2005,26646.0
GRC,TUR,2005,26421.0
ROU,AUT,2005,26371.0
RUS,ITA,2005,26349.0
IRN,ISR,2005,26298.0
ARG,CHL,2005,26297.0
WSM,NZL,2005,26147.0
COD,FRA,2005,26140.0
USA,FRA,2005,26129.0
MEX,CAN,2005,26118.0
MKD,DEU,2005,25866.0
PER,JPN,2005,25842.0
ZMB,MWI,2005,25837.0
NER,BEN,2005,25798.0
NOR,SWE,2005,25603.0
MWI,MOZ,2005,25461.0
IRN,SWE,2005,25235.0
GIN,SLE,2005,25191.0
CHN,NLD,2005,25133.0
BDI,UGA,2005,25042.0
RUS,ESP,2005,25025.0
MKD,AUS,2005,24994.0
YEM,ARE,2005,24985.0
CHN,RUS,2005,24914.0
USA,CHN,2005,24846.0
MLT,AUS,2005,24835.0
UKR,KGZ,2005,24834.0
MRT,SEN,2005,24816.0
BEL,ITA,2005,24637.0
BIH,CHE,2005,24554.0
UKR,LVA,2005,24498.0
GNQ,GAB,2005,24492.0
BEN,TGO,2005,24372.0
IRQ,JOR,2005,24308.0
ROU,FRA,2005,24139.0
DZA,ISR,2005,24111.0
BRA,FRA,2005,24048.0
TJK,UZB,2005,24018.0
TUN,ISR,2005,23776.0
RUS,AZE,2005,23737.0
ESP,CHE,2005,23711.0
IRN,GBR,2005,23664.0
THA,KHM,2005,23639.0
MUS,FRA,2005,23483.0
IND,ITA,2005,23309.0
ECU,ITA,2005,23307.0
SOM,LBY,2005,23277.0
LBR,GHA,2005,23254.0
JPN,CHN,2005,23168.0
NGA,BEN,2005,23117.0
MDA,ROU,2005,23010.0
MEX,USA,2010,5536043.0
RUS,UKR,2010,1924799.0
UKR,RUS,2010,1590208.0
BGD,IND,2010,1373496.0
KAZ,RUS,2010,1331439.0
AFG,IRN,2010,1160829.0
PHL,USA,2010,1119730.0
AFG,PAK,2010,973633.0
PSE,JOR,2010,912999.0
IND,PAK,2010,890146.0
CHN,USA,2010,889468.0
IND,USA,2010,860122.0
POL,DEU,2010,848112.0
DEU,USA,2010,684433.0
DZA,FRA,2010,682060.0
TUR,DEU,2010,654879.0
VNM,USA,2010,654461.0
KOR,USA,2010,654257.0
IDN,MYS,2010,649129.0
IND,ARE,2010,616528.0
SLV,USA,2010,602152.0
GBR,AUS,2010,582555.0
CUB,USA,2010,549805.0
IRQ,SYR,2010,544212.0
UZB,RUS,2010,523040.0
NPL,IND,2010,513774.0
DOM,USA,2010,502899.0
RUS,UZB,2010,501449.0
CAN,USA,2010,501271.0
RUS,DEU,2010,478346.0
PAK,IND,2010,457529.0
ROU,ITA,2010,448379.0
GBR,USA,2010,446519.0
MAR,FRA,2010,438280.0
BLR,RUS,2010,423645.0
KAZ,DEU,2010,417327.0
CHN,JPN,2010,401715.0
RUS,KAZ,2010,393233.0
JAM,USA,2010,383055.0
RUS,BLR,2010,380692.0
COL,USA,2010,374911.0
PHL,SAU,2010,362733.0
USA,MEX,2010,359830.0
ROU,ESP,2010,347055.0
IND,GBR,2010,344471.0
GTM,USA,2010,336322.0
CHN,CAN,2010,336300.0
SYR,JOR,2010,335594.0
AZE,RUS,2010,330363.0
HTI,USA,2010,328601.0
IND,NPL,2010,328092.0
JPN,USA,2010,302574.0
MAR,ESP,2010,301759.0
PRY,ARG,2010,301386.0
PRT,FRA,2010,301160.0
KOR,JPN,2010,293789.0
GBR,CAN,2010,292192.0
KGZ,RUS,2010,289820.0
POL,GBR,2010,282221.0
PHL,CAN,2010,274236.0
IND,CAN,2010,273969.0
IRL,GBR,2010,262317.0
EGY,SAU,2010,261479.0
IRQ,JOR,2010,261054.0
POL,USA,2010,259710.0
ECU,ESP,2010,254100.0
CZE,DEU,2010,253763.0
NZL,AUS,2010,252814.0
PSE,SYR,2010,243742.0
UZB,KAZ,2010,242894.0
PER,USA,2010,240375.0
IND,KWT,2010,240115.0
HND,USA,2010,239949.0
ROU,DEU,2010,237591.0
YEM,SAU,2010,235312.0
ZWE,ZAF,2010,235294.0
RUS,USA,2010,235118.0
PAK,GBR,2010,233343.0
ITA,USA,2010,224191.0
ARM,RUS,2010,221797.0
ECU,USA,2010,220490.0
BGR,TUR,2010,219806.0
ALB,GRC,2010,218109.0
COL,ESP,2010,212992.0
BIH,HRV,2010,211973.0
EGY,ARE,2010,209369.0
GEO,RUS,2010,204118.0
CHN,AUS,2010,202032.0
BIH,SRB,2010,200823.0
BRA,USA,2010,197802.0
SOM,KEN,2010,190369.0
IDN,SAU,2010,187918.0
HRV,SRB,2010,187736.0
UKR,USA,2010,186529.0
ALB,ITA,2010,183647.0
TJK,RUS,2010,183304.0
IRN,USA,2010,176712.0
ITA,FRA,2010,176378.0
UGA,KEN,2010,173022.0
PAK,ARE,2010,171661.0
BOL,ARG,2010,171435.0
TUN,FRA,2010,170358.0
DEU,GBR,2010,170308.0
USA,CAN,2010,167290.0
DEU,CHE,2010,164014.0
PHL,JPN,2010,161955.0
ESP,FRA,2010,159385.0
GBR,ESP,2010,158606.0
SVK,CZE,2010,152797.0
UKR,POL,2010,152339.0
NIC,CRI,2010,151788.0
PSE,LBN,2010,151619.0
CHN,GBR,2010,151599.0
MAR,ITA,2010,149546.0
CHN,KOR,2010,148235.0
GBR,IRL,2010,145823.0
BLR,UKR,2010,144263.0
GUY,USA,2010,143374.0
PAK,USA,2010,141269.0
THA,USA,2010,139330.0
DEU,TUR,2010,137567.0
RUS,TJK,2010,136807.0
IND,SAU,2010,136290.0
IND,AUS,2010,135966.0
UKR,ITA,2010,135462.0
ARG,ESP,2010,135432.0
LKA,IND,2010,134962.0
AGO,COD,2010,134154.0
NIC,USA,2010,133460.0
BGD,ARE,2010,133153.0
MDA,RUS,2010,132582.0
ITA,CAN,2010,131107.0
ITA,DEU,2010,130582.0
IDN,ARE,2010,129443.0
TTO,USA,2010,128310.0
COL,ECU,2010,127751.0
LAO,THA,2010,127618.0
UKR,DEU,2010,127038.0
DEU,FRA,2010,124961.0
GBR,NZL,2010,124897.0
COD,COG,2010,123384.0
KHM,THA,2010,122486.0
KAZ,UKR,2010,121812.0
BEN,NGA,2010,121478.0
BOL,ESP,2010,121125.0
TUR,FRA,2010,119975.0
PHL,MYS,2010,119909.0
HTI,DOM,2010,119172.0
MOZ,ZAF,2010,118139.0
UKR,BLR,2010,117586.0
DEU,ITA,2010,116638.0
PHL,AUS,2010,115057.0
ROU,HUN,2010,112580.0
FRA,USA,2010,111055.0
BRA,JPN,2010,110395.0
UZB,UKR,2010,110301.0
AUT,DEU,2010,109907.0
PAK,SAU,2010,108644.0
VNM,AUS,2010,108298.0
ITA,CHE,2010,108257.0
FRA,ESP,2010,107502.0
COD,RWA,2010,107077.0
DEU,ESP,2010,106947.0
PHL,ARE,2010,105226.0
PER,ESP,2010,105159.0
SYR,SAU,2010,104955.0
DEU,AUT,2010,104746.0
USA,GBR,2010,104314.0
NGA,USA,2010,103982.0
CHE,ITA,2010,103785.0
RUS,LVA,2010,103306.0
SUR,NLD,2010,102597.0
CHL,ARG,2010,102434.0
ZAF,GBR,2010,102210.0
FIN,SWE,2010,101659.0
ITA,AUS,2010,99133.0
BGD,GBR,2010,99056.0
RUS,EST,2010,97155.0
FRA,BEL,2010,96269.0
LAO,USA,2010,95538.0
TUR,NLD,2010,95225.0
TKM,KAZ,2010,94685.0
MYS,BGD,2010,94243.0
TKM,RUS,2010,93115.0
HRV,DEU,2010,92656.0
NGA,GBR,2010,92019.0
PRT,USA,2010,90385.0
PAN,USA,2010,89217.0
DEU,CAN,2010,89162.0
ROU,USA,2010,88601.0
KHM,USA,2010,88526.0
JAM,GBR,2010,88446.0
ARG,USA,2010,87953.0
VNM,CAN,2010,87937.0
MAR,BEL,2010,87931.0
SOM,YEM,2010,87747.0
IND,QAT,2010,87377.0
POL,CAN,2010,85710.0
GBR,FRA,2010,85613.0
PER,ARG,2010,85210.0
DOM,ESP,2010,85059.0
ETH,USA,2010,84348.0
MDA,ITA,2010,83499.0
ITA,ARG,2010,83440.0
BIH,DEU,2010,82810.0
COD,UGA,2010,82362.0
PRT,CHE,2010,82261.0
MAR,ISR,2010,81750.0
GRC,DEU,2010,80959.0
BEL,FRA,2010,80768.0
MDA,UKR,2010,80735.0
JOR,SAU,2010,80406.0
CHN,ESP,2010,80132.0
BRA,ESP,2010,79924.0
MAR,NLD,2010,79455.0
ZAF,AUS,2010,78258.0
PAK,KWT,2010,78186.0
LSO,ZAF,2010,78159.0
IRQ,USA,2010,78147.0
FRA,ITA,2010,77892.0
PHL,GBR,2010,77615.0
IDN,NLD,2010,77432.0
BGD,USA,2010,77178.0
GHA,NGA,2010,76748.0
EGY,KWT,2010,76220.0
RUS,KGZ,2010,76212.0
UKR,KAZ,2010,76142.0
BGD,SAU,2010,76107.0
PAK,CAN,2010,75873.0
FRA,GBR,2010,74997.0
SRB,AUT,2010,74685.0
TUR,AUT,2010,74349.0
BIH,AUT,2010,74259.0
JAM,CAN,2010,74239.0
POL,ITA,2010,74083.0
CHN,BGD,2010,73715.0
AGO,PRT,2010,73156.0
PER,CHL,2010,72609.0
COD,BDI,2010,72512.0
PRT,CAN,2010,72154.0
FRA,CHE,2010,72045.0
PSE,LBY,2010,71746.0
GRC,USA,2010,71694.0
ARM,AZE,2010,71590.0
KEN,GBR,2010,71488.0
DEU,NLD,2010,71370.0
DEU,RUS,2010,70331.0
CHN,ITA,2010,70227.0
NPL,MYS,2010,70145.0
UKR,UZB,2010,69778.0
MYS,AUS,2010,69567.0
CHN,THA,2010,69351.0
UKR,ISR,2010,69118.0
ISR,USA,2010,68423.0
EGY,JOR,2010,68008.0
MDG,FRA,2010,67789.0
CHN,KAZ,2010,67739.0
KOR,CAN,2010,67370.0
BRA,PRT,2010,67071.0
BGR,ESP,2010,66934.0
AUS,GBR,2010,66414.0
BGD,KWT,2010,66404.0
PRT,BRA,2010,66349.0
IDN,BGD,2010,66077.0
HUN,DEU,2010,66069.0
DEU,AUS,2010,65830.0
ITA,GBR,2010,65604.0
DEU,GRC,2010,65577.0
ESP,USA,2010,65483.0
LKA,CAN,2010,65427.0
VNM,FRA,2010,65404.0
IRL,USA,2010,65345.0
EGY,USA,2010,64883.0
RWA,COD,2010,64244.0
POL,FRA,2010,64020.0
FRA,DEU,2010,63917.0
ZWE,GBR,2010,63556.0
NLD,BEL,2010,63225.0
PHL,ITA,2010,62835.0
GRC,AUS,2010,62135.0
IND,OMN,2010,61066.0
URY,ARG,2010,61051.0
GHA,USA,2010,60145.0
IND,BHR,2010,60135.0
ITA,BEL,2010,58502.0
UKR,CZE,2010,58095.0
CUB,ESP,2010,58037.0
IRN,CAN,2010,58001.0
RUS,ISR,2010,57959.0
SEN,GMB,2010,57819.0
PSE,SAU,2010,57798.0
IDN,KWT,2010,57402.0
LKA,GBR,2010,56871.0
TGO,BEN,2010,56501.0
PER,ITA,2010,56060.0
CHN,FRA,2010,55984.0
MLI,NGA,2010,55554.0
BRA,ITA,2010,55269.0
CHN,IND,2010,55002.0
IRQ,SWE,2010,54840.0
PRY,ESP,2010,54719.0
SOM,GBR,2010,54542.0
BLR,POL,2010,54479.0
BDI,TZA,2010,54271.0
ESP,ARG,2010,54094.0
LBN,USA,2010,54041.0
SEN,FRA,2010,53909.0
ROU,ISR,2010,53208.0
TUR,USA,2010,53164.0
BGD,OMN,2010,53062.0
PRT,ESP,2010,52891.0
CAF,CMR,2010,52284.0
IRN,DEU,2010,52155.0
GEO,GRC,2010,51832.0
TGO,NGA,2010,50974.0
FRA,CAN,2010,50911.0
MOZ,ZWE,2010,50665.0
NLD,CAN,2010,50250.0
POL,IRL,2010,50066.0
CHE,FRA,2010,49659.0
GUY,CAN,2010,49152.0
BGR,GRC,2010,49025.0
KOR,CHN,2010,48975.0
ETH,SAU,2010,48862.0
USA,DEU,2010,48629.0
VNM,DEU,2010,48557.0
THA,MYS,2010,48205.0
CMR,FRA,2010,47969.0
CHN,NZL,2010,47827.0
GHA,GBR,2010,47673.0
ZWE,MOZ,2010,47285.0
PSE,EGY,2010,46787.0
AZE,ARM,2010,46501.0
LKA,AUS,2010,46472.0
DEU,BEL,2010,46305.0
HTI,CAN,2010,46263.0
LVA,RUS,2010,46062.0
TUR,BEL,2010,45976.0
IRQ,IRN,2010,45875.0
YEM,ARE,2010,45599.0
ESP,GBR,2010,45387.0
RUS,ITA,2010,45183.0
CAN,GBR,2010,44932.0
ZAF,USA,2010,44872.0
UGA,RWA,2010,44731.0
KOR,AUS,2010,44392.0
MWI,ZWE,2010,44367.0
RWA,UGA,2010,44079.0
KEN,USA,2010,43918.0
CHN,DEU,2010,43829.0
UKR,ESP,2010,43686.0
CZE,SVK,2010,43565.0
LKA,SAU,2010,43516.0
ROU,CAN,2010,43457.0
SOM,ETH,2010,43296.0
NLD,AUS,2010,43239.0
PRT,GBR,2010,43235.0
LTU,GBR,2010,43145.0
DEU,POL,2010,43070.0
KGZ,KAZ,2010,42731.0
ECU,ITA,2010,42574.0
LBN,AUS,2010,42515.0
FRA,PRT,2010,42448.0
HTI,FRA,2010,42413.0
USA,AUS,2010,42397.0
RUS,TKM,2010,42257.0
COD,BEL,2010,42075.0
ALB,MKD,2010,41980.0
PHL,KWT,2010,41892.0
CAF,TCD,2010,41530.0
MEX,CAN,2010,40990.0
JOR,ARE,2010,40824.0
RUS,LTU,2010,40803.0
URY,ESP,2010,40799.0
USA,ISR,2010,40716.0
ETH,ISR,2010,40689.0
RUS,CAN,2010,40347.0
TUR,GBR,2010,40201.0
MKD,TUR,2010,39932.0
MAR,DEU,2010,39908.0
BGR,DEU,2010,39766.0
ROU,FRA,2010,39662.0
IDN,AUS,2010,39660.0
POL,SWE,2010,39599.0
IND,ITA,2010,39556.0
SOM,DJI,2010,39512.0
RUS,ESP,2010,39250.0
NER,NGA,2010,38906.0
BIH,SVN,2010,38761.0
LAO,BGD,2010,38279.0
MYS,GBR,2010,38232.0
LBN,CAN,2010,38126.0
ESP,DEU,2010,38109.0
MNE,SRB,2010,37689.0
JOR,PSE,2010,37666.0
SRB,FRA,2010,37620.0
TTO,CAN,2010,37531.0
ISR,PSE,2010,36969.0
BTN,NPL,2010,36863.0
RUS,GRC,2010,36818.0
LTU,POL,2010,36773.0
LTU,RUS,2010,36718.0
UZB,TKM,2010,36623.0
KAZ,BLR,2010,36553.0
AUT,CHE,2010,36505.0
UKR,CAN,2010,36471.0
AZE,UKR,2010,36344.0
ARG,ITA,2010,36237.0
IRQ,DEU,2010,36169.0
BRA,PRY,2010,35963.0
POL,ESP,2010,35861.0
IND,MYS,2010,35762.0
TUR,CHE,2010,35739.0
LKA,ARE,2010,35622.0
BLR,LVA,2010,35540.0
POL,NLD,2010,35378.0
GBR,ZAF,2010,35364.0
COD,FRA,2010,35135.0
ROU,AUT,2010,35043.0
COG,FRA,2010,34984.0
BEN,TGO,2010,34923.0
AFG,DEU,2010,34779.0
ROU,GBR,2010,34707.0
GBR,ITA,2010,34524.0
TUN,ITA,2010,34416.0
TGO,GHA,2010,34279.0
RUS,FRA,2010,34248.0
FJI,AUS,2010,33927.0
UKR,MDA,2010,33872.0
ITA,ESP,2010,33702.0
THA,AUS,2010,33698.0
NGA,BEN,2010,33624.0
HRV,AUS,2010,33582.0
AUS,NZL,2010,33464.0
IRQ,ISR,2010,33452.0
NGA,CMR,2010,33254.0
GRC,CAN,2010,33118.0
IRL,AUS,2010,32914.0
POL,AUS,2010,32792.0
MOZ,PRT,2010,32546.0
IRN,GBR,2010,32527.0
CHL,ESP,2010,32509.0
RUS,MDA,2010,32378.0
COD,TZA,2010,31912.0
CHE,ESP,2010,31887.0
BRA,FRA,2010,31865.0
POL,AUT,2010,31641.0
COL,CAN,2010,31634.0
AFG,USA,2010,31553.0
KHM,FRA,2010,31533.0
POL,BEL,2010,31375.0
THA,JPN,2010,31298.0
GEO,ARM,2010,31139.0
MNG,KAZ,2010,31117.0
NZL,GBR,2010,31070.0
NER,BEN,2010,30667.0
EST,RUS,2010,30428.0
MKD,ITA,2010,30201.0
MLI,GIN,2010,30173.0
PRT,LUX,2010,30165.0
EGY,QAT,2010,30143.0
CHN,NLD,2010,30072.0
RWA,BDI,2010,30008.0
BDI,RWA,2010,30008.0
JPN,THA,2010,29913.0
HRV,ITA,2010,29848.0
GEO,UKR,2010,29351.0
POL,ISR,2010,29146.0
MWI,MOZ,2010,29108.0
SRB,HRV,2010,29042.0
ARG,PRY,2010,29031.0
SRB,CHE,2010,28999.0
USA,CHN,2010,28950.0
IRN,SWE,2010,28917.0
ARG,CHL,2010,28876.0
USA,ITA,2010,28577.0
USA,FRA,2010,28553.0
HRV,SVN,2010,28543.0
RUS,POL,2010,28533.0
BIH,SWE,2010,28459.0
BGR,ITA,2010,28432.0
MKD,DEU,2010,28184.0
NER,TGO,2010,28105.0
NPL,USA,2010,28103.0
MKD,SRB,2010,28085.0
GNQ,GAB,2010,27851.0
ROU,GRC,2010,27831.0
BEL,NLD,2010,27759.0
MLI,FRA,2010,27724.0
CZE,AUT,2010,27589.0
CPV,PRT,2010,27411.0
ESP,CHE,2010,27363.0
VNM,KOR,2010,26917.0
JPN,CHN,2010,26822.0
BIH,CHE,2010,26536.0
JPN,AUS,2010,26475.0
IND,NZL,2010,26354.0
WSM,NZL,2010,26313.0
IRQ,GBR,2010,26304.0
MOZ,MWI,2010,26281.0
MEX,USA,2015,5713555.0
RUS,UKR,2015,1928582.0
BGD,IND,2015,1301775.0
PHL,USA,2015,1250464.0
UKR,RUS,2015,1248683.0
AFG,IRN,2015,1191658.0
CHN,USA,2015,1179901.0
IND,USA,2015,1131614.0
KAZ,RUS,2015,1089741.0
PSE,JOR,2015,991092.0
POL,DEU,2015,946609.0
AFG,PAK,2015,899713.0
SYR,TUR,2015,882298.0
IND,ARE,2015,803937.0
IDN,MYS,2015,777848.0
VNM,USA,2015,720981.0
IND,PAK,2015,720271.0
DZA,FRA,2015,702173.0
SLV,USA,2015,672323.0
DEU,USA,2015,659210.0
KOR,USA,2015,643112.0
TUR,DEU,2015,632665.0
CUB,USA,2015,628803.0
SYR,JOR,2015,613600.0
DOM,USA,2015,612850.0
GBR,AUS,2015,592338.0
SYR,LBN,2015,576871.0
ROU,ITA,2015,565165.0
RUS,DEU,2015,535790.0
NPL,IND,2015,532707.0
CAN,USA,2015,507259.0
MAR,FRA,2015,479555.0
RUS,UZB,2015,474188.0
UZB,RUS,2015,468441.0
YEM,SAU,2015,459903.0
PHL,SAU,2015,458829.0
KAZ,DEU,2015,441324.0
CHN,JPN,2015,438026.0
GBR,USA,2015,428687.0
