origin_iso3,dest_iso3,year,weight
PAK,IND,2015,428499.0
JAM,USA,2015,423412.0
COL,USA,2015,415134.0
GTM,USA,2015,403457.0
CHN,CAN,2015,402791.0
IND,GBR,2015,398152.0
RUS,KAZ,2015,387057.0
USA,MEX,2015,378208.0
RUS,BLR,2015,377195.0
HTI,USA,2015,368922.0
POL,GBR,2015,358682.0
PHL,CAN,2015,354674.0
ZWE,ZAF,2015,354619.0
IND,CAN,2015,342457.0
ROU,DEU,2015,341490.0
JPN,USA,2015,326354.0
ROU,ESP,2015,320896.0
IND,KWT,2015,320742.0
IND,NPL,2015,318615.0
CHN,KOR,2015,317687.0
PRT,FRA,2015,317408.0
MAR,ESP,2015,314868.0
BLR,RUS,2015,305505.0
HND,USA,2015,302097.0
EGY,SAU,2015,295184.0
PRY,ARG,2015,294396.0
KOR,JPN,2015,284289.0
CHN,AUS,2015,282992.0
PSE,SYR,2015,281901.0
NZL,AUS,2015,281804.0
UZB,KAZ,2015,275155.0
EGY,ARE,2015,273089.0
GBR,CAN,2015,272215.0
PAK,GBR,2015,268904.0
AZE,RUS,2015,251401.0
POL,USA,2015,246649.0
KGZ,RUS,2015,246097.0
PER,USA,2015,242272.0
RUS,USA,2015,240235.0
SOM,KEN,2015,238175.0
PSE,LBN,2015,237748.0
CZE,DEU,2015,227233.0
PAK,ARE,2015,223834.0
IRL,GBR,2015,222678.0
ECU,USA,2015,222354.0
ECU,ESP,2015,217953.0
BIH,HRV,2015,213933.0
ALB,GRC,2015,213844.0
ITA,USA,2015,212652.0
BRA,USA,2015,204877.0
IND,AUS,2015,204594.0
ALB,ITA,2015,204402.0
BGR,TUR,2015,203974.0
COL,ESP,2015,201794.0
ARM,RUS,2015,195431.0
IRN,USA,2015,195337.0
SYR,SAU,2015,187745.0
UKR,USA,2015,187177.0
BIH,SRB,2015,181846.0
TUN,FRA,2015,181600.0
PAK,USA,2015,181046.0
PHL,JPN,2015,180459.0
MAR,ITA,2015,180043.0
USA,CAN,2015,179233.0
TJK,RUS,2015,179001.0
UGA,KEN,2015,175993.0
DEU,CHE,2015,175906.0
BGD,ARE,2015,173534.0
BOL,ARG,2015,173503.0
IND,SAU,2015,171196.0
IDN,ARE,2015,168903.0
UKR,ITA,2015,168452.0
THA,USA,2015,166097.0
ITA,FRA,2015,166019.0
HTI,DOM,2015,164618.0
PAK,SAU,2015,164325.0
DEU,GBR,2015,163984.0
EGY,KWT,2015,159653.0
BEN,NGA,2015,158870.0
ESP,FRA,2015,158848.0
BGD,SAU,2015,158368.0
NGA,USA,2015,155703.0
HRV,SRB,2015,155019.0
NIC,CRI,2015,154943.0
ITA,DEU,2015,154258.0
GUY,USA,2015,153842.0
COD,UGA,2015,152989.0
NIC,USA,2015,147114.0
PHL,AUS,2015,146438.0
GBR,ESP,2015,146097.0
UKR,DEU,2015,145649.0
BLR,UKR,2015,144545.0
LAO,THA,2015,143791.0
GEO,RUS,2015,143421.0
SVK,CZE,2015,142626.0
IDN,SAU,2015,141739.0
GBR,IRL,2015,141454.0
NPL,MYS,2015,140224.0
KHM,THA,2015,139746.0
RWA,COD,2015,138208.0
DEU,TUR,2015,137513.0
PHL,ARE,2015,137220.0
CHN,GBR,2015,135568.0
RUS,TJK,2015,135466.0
IND,QAT,2015,134754.0
CAF,CMR,2015,134302.0
TTO,USA,2015,134017.0
SOM,ETH,2015,133027.0
MOZ,ZAF,2015,132859.0
UKR,POL,2015,131363.0
PAK,AFG,2015,130434.0
SOM,YEM,2015,130423.0
VNM,AUS,2015,128650.0
PHL,MYS,2015,128313.0
GBR,NZL,2015,127553.0
LKA,IND,2015,126518.0
TUR,FRA,2015,122838.0
ARG,ESP,2015,122152.0
KAZ,UKR,2015,122050.0
ITA,CAN,2015,121992.0
COD,RWA,2015,121566.0
ETH,USA,2015,121218.0
FRA,USA,2015,120896.0
CAF,COD,2015,120531.0
DEU,FRA,2015,118679.0
UKR,BLR,2015,116506.0
DEU,AUT,2015,116006.0
BGD,GBR,2015,115217.0
DEU,ITA,2015,114472.0
ITA,CHE,2015,114319.0
COL,ECU,2015,113641.0
NGA,GBR,2015,113266.0
ETH,SAU,2015,112229.0
MDA,RUS,2015,112082.0
SYR,IRQ,2015,111875.0
AUT,DEU,2015,111529.0
BGD,USA,2015,110741.0
UZB,UKR,2015,110516.0
EGY,JOR,2015,109132.0
USA,GBR,2015,109107.0
ZAF,GBR,2015,108480.0
MDA,ITA,2015,108025.0
HRV,DEU,2015,105279.0
GRC,DEU,2015,103951.0
FRA,ESP,2015,102743.0
PER,ESP,2015,102144.0
CHE,ITA,2015,101937.0
MAR,BEL,2015,101651.0
ROU,HUN,2015,100798.0
PRT,CHE,2015,100612.0
GHA,NGA,2015,100371.0
FRA,BEL,2015,99858.0
SUR,NLD,2015,99811.0
IRQ,USA,2015,99135.0
ARG,USA,2015,98247.0
TKM,KAZ,2015,97666.0
PAK,CAN,2015,97665.0
LSO,ZAF,2015,97580.0
LAO,USA,2015,97431.0
CHN,ITA,2015,97365.0
DOM,ESP,2015,95815.0
ITA,AUS,2015,95809.0
DEU,ESP,2015,95757.0
IRQ,SYR,2015,95643.0
IND,OMN,2015,95589.0
BOL,ESP,2015,94862.0
FIN,SWE,2015,94689.0
BIH,DEU,2015,94320.0
KHM,USA,2015,94238.0
VNM,CAN,2015,93867.0
MYS,BGD,2015,93638.0
CHL,ARG,2015,93589.0
TUR,NLD,2015,93569.0
PER,CHL,2015,93033.0
JOR,SAU,2015,92863.0
ROU,GBR,2015,91126.0
PAK,KWT,2015,91089.0
PHL,GBR,2015,90056.0
ITA,GBR,2015,89822.0
BGR,DEU,2015,89498.0
ZAF,AUS,2015,89135.0
AGO,COD,2015,89043.0
PAN,USA,2015,87900.0
MAR,ISR,2015,87835.0
ROU,USA,2015,87684.0
BDI,TZA,2015,87662.0
IRQ,JOR,2015,87580.0
DEU,CAN,2015,87463.0
SRB,DEU,2015,87250.0
AGO,PRT,2015,87201.0
RUS,LVA,2015,86507.0
CHN,ESP,2015,86490.0
EGY,USA,2015,86474.0
JAM,GBR,2015,86379.0
COD,BDI,2015,86279.0
BEL,FRA,2015,83509.0
GBR,FRA,2015,83487.0
COD,COG,2015,83368.0
SYR,DEU,2015,82827.0
PER,ARG,2015,82742.0
POL,ITA,2015,82353.0
POL,CAN,2015,82015.0
RUS,EST,2015,81782.0
MAR,NLD,2015,81262.0
PSE,LBY,2015,81118.0
MDA,UKR,2015,80893.0
FRA,GBR,2015,80801.0
BGD,OMN,2015,80534.0
BRA,JPN,2015,80453.0
BIH,AUT,2015,80362.0
FRA,CHE,2015,80162.0
BRA,PRT,2015,79947.0
JAM,CAN,2015,79806.0
MDG,FRA,2015,79586.0
PHL,ITA,2015,79542.0
PRT,USA,2015,79312.0
KOR,CAN,2015,79160.0
CHN,KAZ,2015,78789.0
HUN,DEU,2015,78024.0
KEN,USA,2015,77555.0
GHA,USA,2015,77098.0
MYS,AUS,2015,76695.0
IRN,CAN,2015,76041.0
FRA,ITA,2015,76033.0
TUR,AUT,2015,75781.0
IDN,KWT,2015,75152.0
CHN,BGD,2015,74875.0
TKM,RUS,2015,74613.0
UKR,ISR,2015,74056.0
FRA,DEU,2015,73806.0
ISR,USA,2015,73492.0
IRQ,TUR,2015,72853.0
PRT,CAN,2015,72750.0
MLI,NGA,2015,72653.0
NGA,CMR,2015,72460.0
LTU,GBR,2015,72345.0
UKR,KAZ,2015,72248.0
KEN,GBR,2015,71783.0
CUB,ESP,2015,71426.0
SRB,AUT,2015,71256.0
GRC,USA,2015,71118.0
ERI,ETH,2015,70907.0
IND,BHR,2015,70675.0
IDN,BGD,2015,70316.0
IDN,NLD,2015,70066.0
DEU,NLD,2015,69157.0
ARM,AZE,2015,68828.0
ZWE,GBR,2015,68763.0
IRL,USA,2015,68336.0
LKA,CAN,2015,68216.0
RUS,KGZ,2015,67502.0
TGO,BEN,2015,67338.0
UKR,CZE,2015,67121.0
BGD,KWT,2015,66850.0
BRA,ESP,2015,66850.0
TGO,NGA,2015,66664.0
PER,ITA,2015,66164.0
BDI,RWA,2015,66123.0
UKR,UZB,2015,66049.0
TUR,USA,2015,65944.0
VNM,FRA,2015,65801.0
ESP,USA,2015,65605.0
CHN,FRA,2015,65556.0
NLD,BEL,2015,64991.0
LKA,GBR,2015,64331.0
DEU,GRC,2015,64264.0
AUS,GBR,2015,63917.0
BRA,ITA,2015,63731.0
FRA,CAN,2015,63691.0
PSE,SAU,2015,63486.0
SEN,FRA,2015,63347.0
CHN,NZL,2015,63100.0
CHN,DEU,2015,62793.0
DEU,AUS,2015,62532.0
RUS,ISR,2015,62350.0
ESP,GBR,2015,62310.0
ROU,FRA,2015,62253.0
ITA,ARG,2015,61799.0
POL,NLD,2015,61560.0
POL,FRA,2015,61407.0
SYR,EGY,2015,61185.0
BGR,ESP,2015,61122.0
VNM,KOR,2015,60768.0
LBN,USA,2015,60728.0
IRQ,SWE,2015,60620.0
SOM,GBR,2015,60493.0
SEN,GMB,2015,59984.0
YEM,ARE,2015,59474.0
CHN,THA,2015,59420.0
GRC,AUS,2015,59379.0
CHN,IND,2015,58929.0
COM,FRA,2015,58670.0
ESP,DEU,2015,58367.0
ITA,BEL,2015,58325.0
PRT,GBR,2015,58206.0
PHL,KWT,2015,57950.0
GHA,GBR,2015,57938.0
CMR,FRA,2015,57876.0
LKA,AUS,2015,57861.0
POL,IRL,2015,56973.0
RUS,ITA,2015,56956.0
ROU,ISR,2015,56909.0
USA,DEU,2015,56620.0
URY,ARG,2015,56613.0
KOR,AUS,2015,56461.0
DEU,RUS,2015,53655.0
HTI,CAN,2015,53343.0
JOR,ARE,2015,53250.0
THA,MYS,2015,53212.0
NPL,USA,2015,52631.0
IND,MYS,2015,52546.0
CHE,FRA,2015,52433.0
VNM,JPN,2015,52259.0
ZAF,USA,2015,52242.0
MOZ,ZWE,2015,51767.0
ROU,AUT,2015,51724.0
RUS,ESP,2015,51575.0
IND,ITA,2015,51542.0
USA,AUS,2015,51440.0
VNM,DEU,2015,51436.0
HTI,FRA,2015,50966.0
THA,JPN,2015,50895.0
NER,NGA,2015,50882.0
GEO,GRC,2015,50794.0
FRA,PRT,2015,50598.0
PRT,BRA,2015,50188.0
UKR,ESP,2015,49437.0
GUY,CAN,2015,49263.0
ZWE,MOZ,2015,49022.0
KGZ,KAZ,2015,48985.0
MAR,DEU,2015,48952.0
MLI,NER,2015,48847.0
MEX,CAN,2015,48781.0
TUR,GBR,2015,48626.0
ECU,ITA,2015,48184.0
CZE,SVK,2015,48134.0
BGR,GRC,2015,48043.0
PRY,ESP,2015,47838.0
BLR,POL,2015,47836.0
NGA,NER,2015,47521.0
ROU,CAN,2015,47497.0
TUR,BEL,2015,47347.0
LKA,ARE,2015,46471.0
CAF,TCD,2015,46440.0
POL,SWE,2015,46202.0
COD,FRA,2015,46057.0
PRT,ESP,2015,46043.0
RUS,FRA,2015,46013.0
RUS,CAN,2015,45853.0
DEU,POL,2015,45839.0
EGY,QAT,2015,45726.0
NLD,CAN,2015,45577.0
IRQ,DEU,2015,45568.0
PRT,LUX,2015,45347.0
COD,BEL,2015,45333.0
MWI,ZWE,2015,45332.0
THA,AUS,2015,44784.0
MLI,MRT,2015,44733.0
LBN,AUS,2015,44632.0
DEU,BEL,2015,44442.0
UGA,RWA,2015,44440.0
USA,ISR,2015,44024.0
ETH,ISR,2015,43888.0
IDN,AUS,2015,43517.0
AFG,DEU,2015,43256.0
CAN,GBR,2015,43218.0
RWA,UGA,2015,42884.0
AFG,TUR,2015,42713.0
TGO,GHA,2015,42196.0
POL,BEL,2015,42154.0
LBN,CAN,2015,42139.0
IRL,AUS,2015,42126.0
IRN,DEU,2015,41773.0
RUS,TKM,2015,41619.0
SRB,FRA,2015,41153.0
UKR,CAN,2015,41131.0
ESP,ARG,2015,41125.0
COG,FRA,2015,40860.0
SOM,DJI,2015,40794.0
AFG,USA,2015,40632.0
LAO,BGD,2015,40551.0
ITA,ESP,2015,40441.0
NGA,BEN,2015,40356.0
MKD,DEU,2015,40236.0
NPL,QAT,2015,40206.0
ALB,MKD,2015,39884.0
NLD,AUS,2015,39639.0
BIH,SVN,2015,39496.0
COL,CAN,2015,39228.0
COD,AGO,2015,39082.0
IND,NZL,2015,38874.0
MOZ,PRT,2015,38794.0
IRN,GBR,2015,38758.0
FJI,AUS,2015,38615.0
KOR,CHN,2015,38213.0
BRA,FRA,2015,38212.0
MYS,GBR,2015,38032.0
JOR,PSE,2015,37482.0
BEN,TGO,2015,37391.0
POL,AUT,2015,37287.0
TUN,ITA,2015,37216.0
TUR,CHE,2015,37094.0
AUS,NZL,2015,36606.0
TTO,CAN,2015,36567.0
ISR,PSE,2015,36544.0
MNE,SRB,2015,36473.0
AZE,UKR,2015,36415.0
AFG,SAU,2015,36363.0
AUT,CHE,2015,36303.0
BGR,ITA,2015,36242.0
KAZ,BLR,2015,36218.0
LKA,SAU,2015,36217.0
URY,ESP,2015,36207.0
ARG,ITA,2015,36203.0
LKA,ITA,2015,36181.0
UZB,TKM,2015,36160.0
IRQ,ISR,2015,36117.0
RUS,GRC,2015,36080.0
CHN,NLD,2015,35746.0
LVA,RUS,2015,35645.0
RWA,BDI,2015,35223.0
GBR,ITA,2015,35214.0
BRA,PRY,2015,35146.0
HUN,AUT,2015,35121.0
SYR,SWE,2015,34703.0
RUS,LTU,2015,34598.0
AZE,ARM,2015,34393.0
IRQ,AUS,2015,34176.0
MNG,KAZ,2015,33835.0
JPN,THA,2015,33715.0
PAK,OMN,2015,33557.0
MAR,CAN,2015,33553.0
GNQ,GAB,2015,33495.0
PSE,EGY,2015,33474.0
HND,ESP,2015,33412.0
MLI,FRA,2015,33210.0
ESP,CHE,2015,33203.0
IRN,SWE,2015,32944.0
IRQ,CAN,2015,32811.0
ROU,BEL,2015,32764.0
CPV,PRT,2015,32674.0
PHL,QAT,2015,32658.0
NER,BEN,2015,32414.0
ARG,CHL,2015,32377.0
SRB,CHE,2015,32365.0
GRC,CAN,2015,32359.0
JPN,AUS,2015,32197.0
IRQ,GBR,2015,32031.0
ZAF,NZL,2015,31965.0
POL,ESP,2015,31954.0
BLR,LVA,2015,31843.0
PHL,OMN,2015,31799.0
IND,DEU,2015,31799.0
GBR,ZAF,2015,31727.0
MKD,ITA,2015,31720.0
POL,NOR,2015,31600.0
POL,ISR,2015,31213.0
KHM,FRA,2015,31133.0
COD,TZA,2015,31093.0
POL,AUS,2015,30835.0
EGY,ITA,2015,30814.0
MEX,USA,2020,5415408.0
RUS,UKR,2020,1960865.0
SYR,TUR,2020,1761534.0
IND,USA,2020,1305141.0
PHL,USA,2020,1295739.0
CHN,USA,2020,1261658.0
AFG,IRN,2020,1239126.0
BGD,IND,2020,1236456.0
PSE,JOR,2020,1065014.0
UKR,RUS,2020,969367.0
POL,DEU,2020,957813.0
KAZ,RUS,2020,878820.0
IND,ARE,2020,842771.0
AFG,PAK,2020,792861.0
VNM,USA,2020,753428.0
SLV,USA,2020,728077.0
SYR,JOR,2020,725706.0
DZA,FRA,2020,719717.0
DOM,USA,2020,712101.0
CUB,USA,2020,676382.0
TUR,DEU,2020,645008.0
DEU,USA,2020,637679.0
IND,PAK,2020,634727.0
KOR,USA,2020,626103.0
RUS,DEU,2020,589717.0
GBR,AUS,2020,575246.0
ROU,ITA,2020,571162.0
NPL,IND,2020,540600.0
MAR,FRA,2020,520886.0
CHN,JPN,2020,502976.0
CAN,USA,2020,495003.0
GTM,USA,2020,489262.0
COL,USA,2020,485243.0
YEM,SAU,2020,473289.0
RUS,UZB,2020,469260.0
JAM,USA,2020,469138.0
SYR,LBN,2020,460993.0
KAZ,DEU,2020,458569.0
IND,GBR,2020,457069.0
PHL,SAU,2020,456026.0
ZWE,ZAF,2020,440539.0
IDN,MYS,2020,439307.0
GBR,USA,2020,431518.0
IND,CAN,2020,430927.0
ROU,DEU,2020,422953.0
UZB,RUS,2020,413122.0
PHL,CAN,2020,404820.0
PAK,IND,2020,402929.0
CHN,CAN,2020,400503.0
POL,GBR,2020,396230.0
USA,MEX,2020,393859.0
MAR,ESP,2020,390382.0
RUS,KAZ,2020,388184.0
HND,USA,2020,386061.0
HTI,USA,2020,382619.0
RUS,BLR,2020,371772.0
CHN,KOR,2020,365129.0
CHN,AUS,2020,351111.0
IND,KWT,2020,335587.0
IND,AUS,2020,324359.0
UZB,KAZ,2020,323067.0
JPN,USA,2020,320430.0
PRT,FRA,2020,307872.0
BRA,USA,2020,307833.0
IND,NPL,2020,307369.0
PAK,GBR,2020,306509.0
PSE,SYR,2020,301137.0
COL,ESP,2020,297965.0
ROU,ESP,2020,297545.0
EGY,SAU,2020,292758.0
PRY,ARG,2020,288885.0
NZL,AUS,2020,287047.0
EGY,ARE,2020,286258.0
SYR,DEU,2020,276981.0
COD,UGA,2020,272236.0
RUS,USA,2020,253098.0
PSE,LBN,2020,248057.0
PER,USA,2020,246351.0
ALB,ITA,2020,243829.0
KOR,JPN,2020,242335.0
GBR,CAN,2020,239630.0
POL,USA,2020,235320.0
PAK,ARE,2020,234643.0
ROU,GBR,2020,234299.0
ECU,USA,2020,226453.0
ECU,ESP,2020,222429.0
IRQ,TUR,2020,221086.0
BLR,RUS,2020,216855.0
PHL,JPN,2020,211918.0
UKR,USA,2020,211325.0
NGA,USA,2020,211021.0
MAR,ITA,2020,207481.0
CZE,DEU,2020,206674.0
SOM,KEN,2020,205263.0
ALB,GRC,2020,204531.0
KGZ,RUS,2020,204202.0
IRN,USA,2020,203926.0
BIH,HRV,2020,201047.0
TUN,FRA,2020,198685.0
BGR,TUR,2020,197502.0
PAK,USA,2020,195721.0
SYR,SAU,2020,193757.0
VNM,JPN,2020,190655.0
UKR,ITA,2020,189738.0
AZE,RUS,2020,187944.0
PHL,AUS,2020,185703.0
IRL,GBR,2020,184870.0
ITA,USA,2020,184333.0
BGD,ARE,2020,181934.0
DEU,CHE,2020,180206.0
ITA,DEU,2020,179293.0
BOL,ARG,2020,177906.0
IDN,ARE,2020,177032.0
NIC,CRI,2020,176779.0
UKR,DEU,2020,175819.0
THA,USA,2020,175583.0
EGY,KWT,2020,174337.0
TJK,RUS,2020,173621.0
IND,SAU,2020,172908.0
HTI,DOM,2020,172316.0
BEN,NGA,2020,171468.0
ARM,RUS,2020,169515.0
BIH,SRB,2020,169189.0
PAK,SAU,2020,168158.0
BGD,SAU,2020,166325.0
ITA,FRA,2020,162544.0
DEU,TUR,2020,160686.0
CAF,COD,2020,158149.0
LAO,THA,2020,157255.0
KHM,THA,2020,154335.0
ESP,FRA,2020,153731.0
VNM,AUS,2020,153223.0
UGA,KEN,2020,151658.0
DEU,GBR,2020,151632.0
CAF,CMR,2020,150156.0
GUY,USA,2020,149559.0
BLR,UKR,2020,146962.0
BGR,DEU,2020,146815.0
ARG,ESP,2020,146675.0
USA,CAN,2020,146662.0
ETH,USA,2020,145571.0
GBR,IRL,2020,144077.0
PHL,ARE,2020,143844.0
GBR,ESP,2020,141567.0
MOZ,ZAF,2020,141216.0
NPL,MYS,2020,140224.0
NIC,USA,2020,139328.0
MYS,BGD,2020,137962.0
PER,ESP,2020,137274.0
RUS,TJK,2020,135842.0
NGA,GBR,2020,135515.0
IDN,SAU,2020,135332.0
BGD,USA,2020,134274.0
BGD,GBR,2020,134099.0
MDA,ITA,2020,134094.0
HRV,DEU,2020,134051.0
HRV,SRB,2020,133475.0
IND,QAT,2020,132665.0
SVK,CZE,2020,131837.0
TTO,USA,2020,128875.0
EGY,JOR,2020,127451.0
ITA,GBR,2020,127300.0
GBR,NZL,2020,127300.0
LKA,IND,2020,126955.0
DEU,AUT,2020,126391.0
PHL,MYS,2020,126134.0
RWA,COD,2020,126071.0
BIH,DEU,2020,124211.0
KAZ,UKR,2020,124091.0
CHN,ITA,2020,122714.0
TUR,FRA,2020,122220.0
SYR,IRQ,2020,121410.0
LSO,ZAF,2020,120714.0
FRA,USA,2020,120073.0
PER,CHL,2020,120049.0
COD,RWA,2020,119532.0
AFG,TUR,2020,118368.0
SOM,YEM,2020,118223.0
ITA,CHE,2020,117817.0
IRQ,USA,2020,116798.0
GRC,DEU,2020,116218.0
ETH,SAU,2020,116218.0
UKR,BLR,2020,114804.0
SRB,DEU,2020,114102.0
DEU,ITA,2020,113888.0
IND,OMN,2020,113555.0
AUT,DEU,2020,113399.0
PAK,CAN,2020,113365.0
ZAF,GBR,2020,113077.0
MAR,BEL,2020,112700.0
USA,GBR,2020,112517.0
UZB,UKR,2020,112364.0
CHN,GBR,2020,111419.0
UKR,POL,2020,111212.0
COL,ECU,2020,110367.0
CHN,BGD,2020,110317.0
DOM,ESP,2020,110083.0
BDI,TZA,2020,108812.0
GHA,NGA,2020,108326.0
DEU,FRA,2020,108254.0
ROU,HUN,2020,108116.0
FRA,ESP,2020,107451.0
IRQ,JOR,2020,106775.0
ITA,CAN,2020,105426.0
BOL,ESP,2020,104833.0
EGY,USA,2020,104619.0
ARG,USA,2020,104275.0
IDN,BGD,2020,103601.0
SOM,ETH,2020,103519.0
IRQ,SYR,2020,102165.0
CHN,ESP,2020,102163.0
FRA,BEL,2020,101845.0
IRQ,DEU,2020,101765.0
CHE,ITA,2020,101425.0
AFG,DEU,2020,101396.0
TKM,KAZ,2020,101144.0
ZAF,AUS,2020,100632.0
PHL,GBR,2020,100049.0
GEO,RUS,2020,99765.0
SUR,NLD,2020,99447.0
VNM,CAN,2020,98467.0
ROU,USA,2020,97942.0
COD,BDI,2020,97828.0
PRT,CHE,2020,97536.0
BGD,OMN,2020,97490.0
TUR,NLD,2020,97479.0
GHA,USA,2020,97104.0
BRA,JPN,2020,97077.0
AGO,PRT,2020,97065.0
VNM,KOR,2020,96340.0
HND,ESP,2020,95024.0
MAR,ISR,2020,94885.0
BRA,ESP,2020,94874.0
PAK,KWT,2020,94733.0
CHN,KAZ,2020,94272.0
MYS,AUS,2020,93853.0
HUN,DEU,2020,93553.0
NGA,CMR,2020,93383.0
MDA,RUS,2020,93023.0
JOR,SAU,2020,91595.0
LAO,USA,2020,91502.0
LTU,GBR,2020,90747.0
MDG,FRA,2020,90456.0
KHM,USA,2020,90154.0
BEL,FRA,2020,89865.0
CUB,ESP,2020,89775.0
BRA,PRT,2020,88899.0
IRN,CAN,2020,88487.0
AGO,COD,2020,88073.0
KEN,USA,2020,87933.0
FRA,CHE,2020,87681.0
THA,KOR,2020,87557.0
PAN,USA,2020,87258.0
CHL,ARG,2020,87186.0
PHL,ITA,2020,87168.0
ESP,GBR,2020,86918.0
FIN,SWE,2020,86601.0
FRA,GBR,2020,86562.0
BIH,AUT,2020,86551.0
IDN,KWT,2020,86385.0
ERI,ETH,2020,86375.0
DEU,ESP,2020,86324.0
ITA,AUS,2020,85213.0
MAR,NLD,2020,84965.0
SYR,SWE,2020,84770.0
NPL,USA,2020,84736.0
COL,CHL,2020,84649.0
BRA,ITA,2020,84553.0
COM,FRA,2020,83889.0
POL,NLD,2020,83650.0
GBR,FRA,2020,83477.0
PSE,LBY,2020,83331.0
COD,COG,2020,83294.0
JAM,GBR,2020,83187.0
CHN,DEU,2020,83130.0
MDA,UKR,2020,82244.0
FRA,DEU,2020,81974.0
JAM,CAN,2020,81713.0
UKR,ISR,2020,80876.0
PER,ARG,2020,80834.0
IRN,DEU,2020,80793.0
NGA,NER,2020,80183.0
CHN,NZL,2020,79255.0
POL,ITA,2020,78780.0
MLI,NGA,2020,78411.0
ESP,USA,2020,76982.0
PRT,GBR,2020,76603.0
KOR,CAN,2020,76170.0
TUR,AUT,2020,75865.0
SRB,AUT,2020,75459.0
POL,CAN,2020,75396.0
SEN,FRA,2020,75331.0
RUS,EST,2020,74749.0
FRA,ITA,2020,74470.0
ROU,FRA,2020,74269.0
RUS,LVA,2020,73684.0
PRT,USA,2020,73067.0
UKR,CZE,2020,72639.0
IND,BHR,2020,72432.0
TGO,BEN,2020,72344.0
ESP,DEU,2020,72165.0
TGO,NGA,2020,71948.0
PRY,ESP,2020,71881.0
KEN,GBR,2020,71531.0
DEU,NLD,2020,70989.0
PER,ITA,2020,70943.0
LKA,GBR,2020,70284.0
CHN,FRA,2020,70003.0
LKA,CAN,2020,69619.0
ZWE,GBR,2020,69499.0
DEU,CAN,2020,69046.0
RUS,ISR,2020,69015.0
GHA,GBR,2020,69010.0
UKR,KAZ,2020,68811.0
ISR,USA,2020,68729.0
ROU,AUT,2020,68611.0
IND,ITA,2020,68245.0
VNM,FRA,2020,67762.0
IRQ,SWE,2020,67585.0
LKA,AUS,2020,67269.0
CMR,FRA,2020,67231.0
SEN,GMB,2020,67137.0
PRT,CAN,2020,66966.0
AFG,USA,2020,66805.0
LBN,USA,2020,66733.0
TUR,USA,2020,66400.0
NLD,BEL,2020,66152.0
ARM,AZE,2020,66073.0
RUS,KGZ,2020,65756.0
UKR,UZB,2020,65360.0
USA,DEU,2020,65237.0
BDI,RWA,2020,65016.0
BOL,CHL,2020,64991.0
HTI,CHL,2020,64830.0
GRC,USA,2020,64799.0
UKR,ESP,2020,64330.0
ZAF,USA,2020,63878.0
SYR,EGY,2020,63625.0
IRL,USA,2020,63462.0
BGD,KWT,2020,63238.0
IDN,NLD,2020,62873.0
SOM,GBR,2020,62827.0
VNM,DEU,2020,62481.0
RUS,ITA,2020,62467.0
PSE,SAU,2020,62465.0
YEM,ARE,2020,62341.0
RUS,ESP,2020,62088.0
THA,AUS,2020,61584.0
ROU,ISR,2020,61479.0
DEU,GRC,2020,61383.0
PHL,KWT,2020,61167.0
HTI,FRA,2020,61043.0
AUS,GBR,2020,60469.0
KOR,AUS,2020,60355.0
NPL,QAT,2020,60083.0
IRN,TUR,2020,59906.0
ITA,ESP,2020,59746.0
LAO,BGD,2020,59746.0
USA,AUS,2020,59656.0
FRA,CAN,2020,58830.0
NPL,AUS,2020,58713.0
DEU,AUS,2020,58535.0
TKM,RUS,2020,58521.0
MAR,DEU,2020,58065.0
TUR,GBR,2020,58055.0
BGR,ESP,2020,57978.0
IND,DEU,2020,57976.0
ITA,BEL,2020,57619.0
KGZ,KAZ,2020,57214.0
COD,FRA,2020,57159.0
MLI,NER,2020,57055.0
THA,MYS,2020,56290.0
FRA,PRT,2020,56263.0
POL,FRA,2020,56060.0
THA,JPN,2020,55929.0
JOR,ARE,2020,55816.0
TKM,TUR,2020,55293.0
HTI,CAN,2020,55088.0
NER,NGA,2020,54915.0
POL,IRL,2020,54809.0
